ticket_text,channel,response_hours,escalated
could you please explain the api rate limit thanks for the help,email,5.29,0
i want a refund for the subscription renewal please escalate this to a manager,email,9.02,0
just checking on the subscription renewal thanks for the help,email,0.84,0
quick question about the monthly usage report no rush at all,email,4.82,0
this is the third time i am writing about the api rate limit this is unacceptable thanks for the help,email,7.87,0
this is the third time i am writing about the mobile app login i expect this resolved today,chat,8.11,1
this is the third time i am writing about the discount that was applied and i still have no answer,chat,6.11,0
i am trying to understand the api rate limit whenever you get a chance,chat,11.77,1
wondering if it is possible to the discount that was applied no rush at all,chat,6.99,0
i want a refund for the invoice on my account please escalate this to a manager,chat,10.76,0
this is the third time i am writing about the data export feature and i still have no answer,email,4.01,1
wondering if it is possible to the subscription renewal thanks for the help,email,4.8,0
could you please explain the api rate limit whenever you get a chance,portal,3.0,0
just checking on the seat i removed last month thanks in advance i am considering cancelling,email,2.59,0
your team promised a fix last week for the seat i removed last month this is unacceptable,email,12.61,0
i have been charged twice for the discount that was applied i am considering cancelling,email,11.59,1
just checking on the discount that was applied happy to send screenshots,chat,3.93,0
wondering if it is possible to the subscription renewal thanks in advance,chat,4.29,0
your team promised a fix last week for the subscription renewal i expect this resolved today,email,14.39,1
could you please explain the subscription renewal thanks for the help,email,4.07,0
nobody has replied to my messages about the seat i removed last month and i still have no answer,email,5.5,1
just checking on the discount that was applied no rush at all,chat,2.07,1
could you please explain the monthly usage report thanks for the help,email,4.92,0
i have been charged twice for the monthly usage report and i still have no answer thanks for the help,email,26.09,1
i am trying to understand the invoice on my account thanks for the help,portal,0.72,0
nobody has replied to my messages about the mobile app login and i still have no answer happy to send screenshots,chat,6.4,1
nobody has replied to my messages about the subscription renewal i expect this resolved today whenever you get a chance,email,16.23,0
